Date p1_mean p1_median p1_std jd
2021-01-26 -92.47 -92.47 0.19 7696.0
2021-01-28 -91.95 -91.95 0.09 7698.0
2021-01-29 -91.7 -91.71 0.22 7699.0
2021-02-02 -91.78 -91.77 0.26 7703.0
2021-02-05 -91.77 -91.78 0.25 7706.0
2021-02-09 -91.82 -91.81 0.19 7710.0
2021-02-12 -91.71 -91.7 0.21 7713.0
2021-02-17 -91.64 -91.64 0.21 7718.0
2021-02-23 -91.37 -91.37 0.25 7724.0
2021-02-26 -91.49 -91.5 0.18 7727.0
2021-03-02 -91.96 -91.97 0.24 7731.0
2021-03-16 -92.28 -92.27 0.25 7745.0
2021-03-19 -91.51 -91.51 0.24 7748.0
2021-03-24 -92.11 -92.11 0.21 7753.0
2021-03-26 -91.27 -91.27 0.19 7755.0
2021-03-31 -91.35 -91.36 0.21 7760.0
2021-04-06 -91.6 -91.61 0.18 7766.0
2021-04-09 -91.95 -91.95 0.22 7769.0
2021-04-13 -91.6 -91.6 0.25 7773.0
2021-04-16 -91.23 -91.23 0.19 7776.0
2021-04-21 -91.82 -91.82 0.2 7781.0
2021-04-27 -91.52 -91.52 0.32 7787.0
2021-04-30 -91.32 -91.33 0.26 7790.0
2021-05-03 -91.53 -91.52 0.2 7793.0
2021-05-07 -91.42 -91.43 0.21 7797.0
2021-05-11 -91.49 -91.48 0.2 7801.0
2021-05-13 -91.42 -91.43 0.23 7803.0
2021-05-18 -91.74 -91.73 0.21 7808.0
2021-06-01 -91.56 -91.56 0.21 7822.0
2021-06-08 -91.83 -91.84 0.19 7829.0
2021-06-18 -91.71 -91.72 0.21 7839.0
2021-06-24 -91.75 -91.76 0.21 7845.0
2021-06-29 -91.67 -91.67 0.19 7850.0
2021-07-01 -91.62 -91.63 0.21 7852.0
2021-07-09 -91.72 -91.72 0.18 7860.0
2021-07-13 -91.68 -91.69 0.18 7864.0
2021-07-16 -91.68 -91.69 0.2 7867.0
2021-07-20 -91.65 -91.65 0.19 7871.0
2021-07-23 -91.09 -91.09 0.21 7874.0
2021-07-27 -91.81 -91.82 0.17 7878.0
2021-07-30 -91.56 -91.54 0.25 7881.0
2021-08-03 -91.57 -91.57 0.18 7885.0
2021-08-10 -91.33 -91.34 0.19 7892.0
2021-08-13 -91.07 -91.08 0.19 7895.0
2021-08-20 -91.35 -91.35 0.22 7902.0
2021-08-24 -91.63 -91.64 0.19 7906.0
2021-08-27 -90.71 -90.71 0.19 7909.0
2021-08-31 -91.4 -91.41 0.21 7913.0
2021-09-03 -91.31 -91.3 0.19 7916.0
2021-09-09 -91.46 -91.45 0.2 7922.0
2021-09-14 -91.4 -91.4 0.21 7927.0
2021-09-21 -91.5 -91.51 0.21 7934.0
2021-09-24 -91.51 -91.5 0.23 7937.0
2021-09-28 -91.24 -91.25 0.2 7941.0
2021-10-01 -91.33 -91.35 0.21 7944.0
2021-10-06 -91.33 -91.34 0.2 7949.0
2021-10-08 -91.23 -91.24 0.22 7951.0
2021-10-14 -90.82 -90.82 0.2 7957.0
2021-10-19 -90.7 -90.7 0.21 7962.0
2021-10-22 -90.83 -90.82 0.18 7965.0
2021-10-27 -91.08 -91.08 0.23 7970.0
2021-11-05 -90.87 -90.89 0.19 7979.0
2021-11-09 -91.04 -91.04 0.32 7983.0
2021-11-16 -91.06 -91.06 0.18 7990.0
2021-11-24 -91.03 -91.04 0.19 7998.0
2021-11-26 -90.9 -90.9 0.2 8000.0
2021-11-30 -91.14 -91.13 0.19 8004.0
2021-12-03 -91.27 -91.26 0.2 8007.0
2021-12-07 -91.14 -91.14 0.2 8011.0
2021-12-09 -91.02 -91.02 0.24 8013.0
2021-12-14 -91.04 -91.05 0.22 8018.0
2021-12-21 -91.6 -91.59 0.21 8025.0
2021-12-23 -91.13 -91.12 0.23 8027.0
2021-12-28 -91.64 -91.64 0.23 8032.0
2022-01-04 -91.29 -91.29 0.22 8039.0
2022-01-11 -91.43 -91.47 0.62 8046.0
2022-01-14 -91.67 -91.67 0.21 8049.0
2022-01-19 -91.47 -91.47 0.24 8054.0
2022-01-25 -91.54 -91.54 0.2 8060.0
2022-01-28 -91.55 -91.54 0.19 8063.0
2022-02-01 -91.76 -91.77 0.21 8067.0
2022-02-04 -91.86 -91.87 0.21 8070.0
2022-02-09 -92.03 -92.02 0.24 8075.0
2022-02-15 -91.56 -91.56 0.21 8081.0
2022-02-22 -91.49 -91.48 0.22 8088.0
2022-02-25 -91.44 -91.44 0.22 8091.0
2022-03-04 -91.61 -91.61 0.21 8098.0
2022-03-09 -91.59 -91.59 0.19 8103.0
2022-03-15 -91.57 -91.57 0.21 8109.0
2022-03-18 -91.58 -91.59 0.21 8112.0
2022-03-22 -91.65 -91.66 0.2 8116.0
2022-03-25 -91.66 -91.66 0.21 8119.0
2022-03-29 -91.72 -91.71 0.21 8123.0
2022-04-01 -91.99 -92.0 0.27 8126.0
2022-04-05 -91.77 -91.77 0.23 8130.0
2022-04-08 -92.11 -92.13 0.22 8133.0
2022-04-12 -91.72 -91.71 0.23 8137.0
2022-04-19 -91.72 -91.71 0.22 8144.0
2022-04-26 -91.83 -91.83 0.2 8151.0
2022-04-29 -91.8 -91.8 0.19 8154.0
2022-05-09 -91.86 -91.86 0.19 8164.0
2022-05-10 -91.92 -91.92 0.4 8165.0
2022-05-12 -91.84 -91.85 0.2 8167.0
2022-05-13 -92.17 -92.17 0.21 8168.0
2022-05-19 -91.69 -91.68 0.21 8174.0
2022-05-27 -91.92 -91.92 0.19 8182.0
2022-05-30 -91.71 -91.7 0.21 8185.0
2022-06-03 -91.66 -91.67 0.21 8189.0
2022-06-15 -92.22 -92.21 0.34 8201.0
2022-06-21 -92.03 -92.03 0.23 8207.0
2022-06-23 -91.95 -91.95 0.22 8209.0
2022-06-27 -91.9 -91.9 0.25 8213.0
2022-06-28 -92.0 -92.01 0.24 8214.0
2022-07-01 -91.8 -91.79 0.22 8217.0
2022-07-04 -91.89 -91.9 0.23 8220.0
2022-07-05 -91.88 -91.88 0.19 8221.0
2022-07-06 -92.27 -92.27 0.21 8222.0
2022-07-08 -91.89 -91.89 0.2 8224.0
2022-07-12 -91.85 -91.86 0.2 8228.0
2022-07-14 -92.27 -92.26 0.21 8230.0
2022-07-15 -92.17 -92.17 0.22 8231.0
2022-07-18 -91.89 -91.9 0.21 8234.0
2022-07-19 -92.25 -92.25 0.21 8235.0
2022-07-20 -92.08 -92.09 0.22 8236.0
2022-08-02 -91.84 -91.84 0.22 8249.0
2022-08-05 -92.08 -92.08 0.2 8252.0
2022-08-09 -91.88 -91.87 0.23 8256.0
