Date p1_mean p1_median p1_std jd
2020-09-11 -110.02 -110.01 0.21 7559.0
2020-09-14 -110.15 -110.15 0.18 7562.0
2020-09-15 -110.13 -110.14 0.23 7563.0
2020-09-18 -110.11 -110.11 0.22 7566.0
2020-09-23 -110.09 -110.07 0.81 7571.0
2020-09-30 -109.83 -109.85 0.22 7578.0
2020-10-07 -109.95 -109.96 0.23 7585.0
2020-10-14 -110.01 -110.02 0.21 7592.0
2020-10-20 -110.48 -110.49 0.24 7598.0
2020-10-27 -111.34 -111.36 0.24 7605.0
2020-11-04 -111.07 -111.07 0.22 7613.0
2020-11-06 -111.2 -111.2 0.21 7615.0
2020-11-10 -111.18 -111.18 0.22 7619.0
2020-11-13 -111.24 -111.24 0.23 7622.0
2020-11-17 -110.87 -110.87 0.22 7626.0
2020-11-24 -110.75 -110.75 0.24 7633.0
2020-11-27 -111.45 -111.45 0.21 7636.0
2020-12-01 -111.23 -111.24 0.21 7640.0
2020-12-04 -110.96 -110.96 0.22 7643.0
2020-12-29 -110.27 -110.27 0.26 7668.0
2021-01-06 -110.1 -110.08 0.38 7676.0
2021-01-08 -109.55 -109.56 0.23 7678.0
2021-01-12 -111.02 -111.01 0.21 7682.0
2021-01-15 -109.52 -109.52 0.21 7685.0
2021-01-19 -109.63 -109.62 0.21 7689.0
2021-01-26 -109.64 -109.64 0.19 7696.0
2021-01-28 -109.11 -109.12 0.1 7698.0
2021-01-29 -108.88 -108.88 0.22 7699.0
2021-02-02 -108.95 -108.94 0.26 7703.0
2021-02-05 -108.95 -108.95 0.26 7706.0
2021-02-09 -109.03 -109.02 0.2 7710.0
2021-02-12 -108.92 -108.92 0.22 7713.0
2021-02-17 -108.83 -108.84 0.22 7718.0
2021-02-23 -108.6 -108.59 0.26 7724.0
2021-02-26 -108.7 -108.71 0.19 7727.0
2021-03-02 -109.15 -109.15 0.25 7731.0
2021-03-16 -109.48 -109.47 0.25 7745.0
2021-03-19 -108.7 -108.71 0.24 7748.0
2021-03-24 -109.31 -109.31 0.22 7753.0
2021-03-26 -108.46 -108.46 0.2 7755.0
2021-03-31 -108.55 -108.55 0.22 7760.0
2021-04-06 -108.79 -108.8 0.19 7766.0
2021-04-09 -109.14 -109.14 0.22 7769.0
2021-04-13 -108.78 -108.78 0.26 7773.0
2021-04-16 -108.41 -108.42 0.2 7776.0
2021-04-21 -109.02 -109.01 0.21 7781.0
2021-04-27 -108.7 -108.69 0.32 7787.0
2021-04-30 -108.51 -108.52 0.26 7790.0
2021-05-03 -108.71 -108.71 0.2 7793.0
2021-05-07 -108.61 -108.61 0.21 7797.0
2021-05-11 -108.68 -108.68 0.21 7801.0
2021-05-13 -108.64 -108.65 0.23 7803.0
2021-05-18 -108.94 -108.93 0.22 7808.0
2021-06-01 -108.75 -108.75 0.22 7822.0
2021-06-08 -109.04 -109.03 0.19 7829.0
2021-06-18 -108.92 -108.92 0.22 7839.0
2021-06-24 -108.94 -108.96 0.21 7845.0
2021-06-29 -108.87 -108.88 0.2 7850.0
2021-07-01 -108.84 -108.85 0.22 7852.0
2021-07-09 -108.92 -108.93 0.19 7860.0
2021-07-13 -108.88 -108.89 0.19 7864.0
2021-07-16 -108.87 -108.89 0.2 7867.0
2021-07-20 -108.86 -108.85 0.19 7871.0
2021-07-23 -108.27 -108.27 0.21 7874.0
2021-07-27 -109.01 -109.01 0.18 7878.0
2021-07-30 -108.78 -108.75 0.25 7881.0
2021-08-03 -108.78 -108.79 0.18 7885.0
2021-08-10 -108.54 -108.55 0.19 7892.0
2021-08-13 -108.27 -108.27 0.19 7895.0
2021-08-20 -108.55 -108.55 0.22 7902.0
2021-08-24 -108.82 -108.84 0.2 7906.0
2021-08-27 -107.92 -107.92 0.19 7909.0
2021-08-31 -108.6 -108.61 0.22 7913.0
2021-09-03 -108.52 -108.51 0.2 7916.0
2021-09-09 -108.66 -108.66 0.2 7922.0
2021-09-14 -108.59 -108.59 0.22 7927.0
2021-09-21 -108.68 -108.69 0.21 7934.0
2021-09-24 -108.71 -108.71 0.23 7937.0
2021-09-28 -108.44 -108.44 0.2 7941.0
2021-10-01 -108.54 -108.55 0.22 7944.0
2021-10-06 -108.53 -108.54 0.2 7949.0
2021-10-08 -108.39 -108.4 0.22 7951.0
2021-10-14 -107.98 -107.99 0.21 7957.0
2021-10-19 -107.86 -107.86 0.21 7962.0
2021-10-22 -107.99 -108.0 0.18 7965.0
2021-10-27 -108.24 -108.25 0.24 7970.0
2021-11-02 -109.42 -108.83 2.27 7976.0
2021-11-05 -108.04 -108.06 0.21 7979.0
2021-11-09 -108.22 -108.22 0.33 7983.0
2021-11-16 -108.22 -108.22 0.19 7990.0
2021-11-24 -108.19 -108.2 0.2 7998.0
2021-11-26 -108.07 -108.07 0.2 8000.0
2021-11-30 -108.29 -108.27 0.2 8004.0
2021-12-03 -108.43 -108.42 0.22 8007.0
2021-12-07 -108.3 -108.3 0.2 8011.0
2021-12-09 -108.19 -108.19 0.25 8013.0
2021-12-14 -108.19 -108.2 0.23 8018.0
2021-12-21 -108.76 -108.75 0.22 8025.0
2021-12-23 -108.27 -108.28 0.24 8027.0
2022-04-19 -108.8 -108.79 0.23 8144.0
2022-05-06 -109.19 -109.2 0.2 8161.0
2022-05-10 -109.04 -109.05 0.42 8165.0
2022-05-12 -108.95 -108.96 0.2 8167.0
2022-05-13 -109.28 -109.28 0.22 8168.0
2022-05-27 -109.02 -109.02 0.2 8182.0
2022-05-30 -108.81 -108.8 0.21 8185.0
2022-06-03 -108.76 -108.76 0.22 8189.0
2022-06-15 -109.32 -109.31 0.36 8201.0
2022-06-21 -109.12 -109.11 0.24 8207.0
2022-06-23 -109.04 -109.04 0.23 8209.0
2022-06-27 -108.99 -108.99 0.26 8213.0
2022-06-28 -109.05 -109.06 0.22 8214.0
2022-06-29 -106.79 -106.9 0.84 8215.0
2022-07-01 -108.95 -108.95 0.21 8217.0
2022-07-04 -108.97 -108.98 0.25 8220.0
2022-07-05 -108.96 -108.96 0.2 8221.0
2022-07-06 -109.34 -109.35 0.21 8222.0
2022-07-08 -108.97 -108.98 0.2 8224.0
2022-07-12 -108.94 -108.95 0.2 8228.0
2022-07-14 -109.36 -109.35 0.21 8230.0
2022-07-15 -109.24 -109.24 0.23 8231.0
2022-07-18 -108.97 -108.97 0.21 8234.0
2022-07-19 -109.25 -109.25 0.19 8235.0
2022-07-20 -109.16 -109.16 0.24 8236.0
2022-08-02 -108.94 -108.94 0.22 8249.0
2022-08-05 -109.17 -109.18 0.2 8252.0
2022-08-09 -108.96 -108.96 0.24 8256.0
